GeneID	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP028753	1.47	1.78	0.88	-2.61	-1.24											2.16	0.1			0.77		-1.18	2.01
AGAP029065	1.47	1.11		-1.88	-3.59	0.37		0.46		0.59	0.61					3.21	-0.23	-2.18	0.2	0.09	0.14	0.77	0.45
AGAP029087	1.47			1.15	1.74					-0.31	-0.87	-0.18	-0.76	0.56	0.01	0.3	0.17	-4.61	0.09	0.66	-0.47	-0.94	2.44
AGAP009861	-0.02	0.21	0.13	-0.19	0.18	-0.06	-0.06	0.02	0.12	-0.37	-0.44	-0.48	-0.56	-0.49	-0.57	-0.08	-0.12	-0.53	0.93	0.25	0.51	0.11	0.06
AGAP005236	0.05	0.24	0.02	-0.09	0.02	-0.12	-0.41	0.15	0.12	0.05	0.06	0.13	0.13	0.28	0.29	0.07	0.08	-0.18	-0.1	0.02	-0.09	-0.35	-0.01
AGAP006879	-0.03	0.27	1.12	0.09	0.13	-0.43	-0.78	-0.11	-0.32	0.66	1.51	0.7	1.53	0.62	1.47	-0.02	0.32	-0.81	-0.19	-0.09	-0.12	2.06	-0.18
AGAP028693	-0.03	0.14	0.16	-0.22	-0.17	0.01	-0.32	-0.01	0.01	0.24	-0.07	0.22	-0.11	0.22	-0.09	0.11	0.15	0.0	-0.41	-0.21	-0.46	-0.01	-0.31
AGAP001915	-0.38	-0.68	-0.76	0.03	1.56	-2.31	-2.17	0.86	0.77	0.82	0.27	1.21	0.64	1.41	0.86	1.11	-0.32	-2.16	-1.18	-0.99	-0.71	1.16	0.8
AGAP002403	0.05	0.14	0.41	0.46	-0.05	-0.14	0.3	-0.14	-0.1	0.59	0.53	0.62	0.55	0.74	0.68	0.38	-0.08	-0.23	-0.3	0.15	0.07	0.88	0.07
AGAP009736	-0.05	-0.1	-0.36	-0.06	0.18	0.0	-0.18	0.02	-0.4	-0.54	-0.04	-0.46	0.03	-0.56	-0.05	-0.72	0.69	-0.38	0.35	0.24	0.48	-0.29	0.53
AGAP002560	0.16	-0.54	-0.37	0.43	0.05	0.22	0.01	1.41	1.33	-0.32	-0.33	1.0	0.98	0.91	0.91	-0.1	0.1	-2.32	-0.9	-0.23	-1.31	-0.2	1.29
AGAP006904	-0.2	-1.59	-0.39	1.43	-0.32	-0.85	-0.1	-0.52	0.29	-0.33	1.9	-0.65	1.57	0.33	2.56	0.47	0.42	-2.04	0.17	0.03	-0.8	0.81	1.72
AGAP010617	-0.59	2.16	1.06	-0.89	3.34	-0.13	0.45	1.42	1.7	0.96	2.13	1.28	2.42	0.27	1.45	4.86	0.91	0.47	-0.66	0.45	0.48	-4.05	0.67
AGAP002811	0.32	-0.11	-0.25	0.09	0.29	-1.07	0.47	1.26	1.66	0.89	-0.8	1.66	-0.02	2.36	0.68	1.05	-0.99	-1.73	0.29	0.68	0.62	0.28	1.25
AGAP003845	0.04	-0.4	-0.36	-0.21	-0.24	0.08	0.07	-0.03	0.09	0.26	-0.23	-0.02	-0.52	-0.11	-0.6	-0.45	0.14	0.34	0.12	0.2	-0.08	0.13	0.37
AGAP005609	0.04	0.21	-0.08	-0.1	0.2	0.12	-0.04	-0.07	-0.11	-0.16	0.01	-0.2	-0.05	-0.28	-0.11	0.01	0.11	-0.18	0.35	0.15	0.14	-0.02	0.19
AGAP011219	0.09	-0.12	0.12	-0.28	0.79	0.04	-0.21	-0.62	-0.17	-0.05	-0.86	-0.47	-1.29	-0.25	-1.06	0.93	0.28	-0.09	1.06	0.67	1.37	0.59	1.05
AGAP002656	-0.05	-0.29	-0.29	0.09	-0.06	0.02	0.01	-0.17	-0.09	-0.28	-0.05	-0.04	0.18	-0.12	0.11	0.11	0.09	0.29	-0.43	-0.17	-0.31	-0.13	0.32
AGAP001725	-0.06	-0.15	-0.01	0.28	0.35	0.37	0.03	0.3	0.31	0.04	-0.48	0.11	-0.42	0.12	-0.4	0.18	-0.25	0.27	-0.4	0.03	-0.31	-0.45	-0.34
AGAP001950	0.07	0.51	0.66	0.04	-0.36	0.08	0.55	-0.66	0.0	-0.31	-1.08	-0.61	-1.4	-1.17	-1.95	-0.04	-0.43	0.07	0.6	0.54	0.22	-0.1	0.11
AGAP003384	-1.43	-2.07	0.75	-1.55	-1.01	0.37			0.66			0.68	0.69			-0.24	-0.38	0.11	1.47	1.44	3.24	-1.0	1.65
AGAP006875	-0.63	1.02	-0.5	3.43	2.69	3.48	2.51	2.5	0.18	-1.4	1.25	-1.66	0.98	-2.06		-0.31	1.54	3.99	0.14	0.73	0.25	-1.39	1.08
AGAP010235	-0.03	0.21	-0.01	0.08	0.15	0.19	0.38	0.0	-0.09	0.48	0.45	0.38	0.33	0.31	0.27	0.29	0.22	0.06	0.56	0.29	0.91	-0.14	-0.21
AGAP010277	-0.06	0.11	-0.1	0.33	0.32	-0.43	-0.22	0.04	0.14	0.58	0.54	0.68	0.63	0.55	0.51	0.11	-0.22	-0.05	-0.18	-0.06	0.28	0.29	0.04
AGAP011076	-0.03	0.13	0.12	-0.13	-0.19	-0.31	-0.52	-0.33	-0.19	0.26	-0.93	0.27	-0.93	0.44	-0.74	-0.22	-0.34	-0.01	0.05	0.06	0.01	-0.25	-0.48
AGAP011316	-0.08	0.01	-0.32	0.22	0.2	0.04	0.2	0.22	-0.16	0.39	-0.01	0.35	-0.07	0.59	0.18	0.42	0.0	-0.25	-0.2	-0.59	-0.21	0.23	-0.08
AGAP012566	-1.43			-0.97	-1.01					-0.89		-0.47	0.69	-0.59			-1.65	2.91	-0.66	0.45	0.48	-4.05	
AGAP028092	-1.43	-2.22	-0.46	0.47	0.43	0.37	1.32	1.37	1.14	0.1	2.85	1.65	4.37	1.89	4.64	-0.42	-2.66	-3.25	-0.72	-0.52	-0.6	-0.59	2.74
AGAP028460	-1.43	-3.31	0.29	0.47	2.53	-5.78	-6.09	-1.76	-1.45	-0.75	0.41	0.98	2.06	-0.88	0.3	-0.2	-0.91	1.66	0.31	0.96	3.18	-1.79	
AGAP004896	-0.06	0.34	-0.6	0.05	-0.17	0.12	-0.47	-0.28	-0.38	-0.09	0.38	-0.08	0.37	0.53	1.0	0.41	-0.37	-0.29	-0.67	-0.51	-0.46	-0.04	-0.12
AGAP001444	0.06	-0.22	0.12	0.01	0.2	1.11	1.41	1.15	1.37	-2.08	-0.09	-1.91	0.06	-2.15	-0.17	-0.88	-0.21	1.04	0.66	-0.06	0.13	-0.28	0.92
AGAP003131	-0.05	0.33	0.14	-0.07	0.01	0.02	0.12	-0.14	0.02	0.27	-0.43	0.17	-0.55	0.25	-0.45	-0.32	-0.31	0.25	-0.25	0.08	-0.2	0.23	-0.38
AGAP006140	0.09	-0.24	0.06	-0.07	0.25	0.43	0.4	0.6	0.86	0.04	0.14	0.16	0.25	0.27	0.38	0.19	0.11	-0.28	-0.51	-0.38	-0.5	0.49	0.48
AGAP011027	-0.18	0.34	-0.56	-1.97	0.32	-0.41	0.04	0.43	0.6	0.39	-0.68	1.01	-0.08	0.57	-0.5	1.17	-0.02	-1.49	-1.39	-1.99	-1.33	0.61	-0.8
AGAP005481	0.07	-0.14	-0.08	0.12	0.11	0.52	0.19	0.09	0.1	-0.16	0.19	-0.22	0.11	0.12	0.47	0.45	0.2	-0.11	-0.69	-0.07	-0.47	0.04	-0.04
AGAP007551	-0.09	0.11	-0.06	-0.03	-0.45	-0.4	-0.92	-0.6	-0.71	0.02	0.37	0.0	0.33	0.17	0.52	0.04	0.0	-1.1	-0.42	-0.12	-0.27	-0.14	-0.5
AGAP008131	0.06	-0.04	-0.26	0.04	-0.18	0.42	0.25	0.71	0.61	-0.13	-0.61	0.02	-0.48	0.25	-0.23	0.18	-0.14	0.83	-0.2	-0.14	-0.22	0.46	-0.07
AGAP010168	0.53	0.14	0.76	-0.74	-0.17	-0.14	-0.09	0.27	-0.26	-1.13	-5.92	1.02	-3.8	-0.81	-5.58	2.69	0.01	-1.19	-1.38	-1.59	-1.12	3.06	-0.77
AGAP002207	0.76	-1.77	-1.31	2.46	-3.71	-1.0	0.92	0.33	-0.16	-1.59	-0.68	-0.65	0.24	0.0	0.9	3.85	0.81	0.04	-0.5	-1.17	0.23	1.84	-0.09
AGAP002808	-0.05	0.39	0.77	0.01	0.18	0.01	-0.39	-0.38	-0.27	0.5	0.03	0.19	-0.3	0.01	-0.46	0.0	-0.33	0.1	-0.07	0.1	-0.25	-0.24	-0.89
AGAP006735	-0.28	-3.36	-1.41	-0.62	0.22	-3.66	-2.88	-1.57	-0.79	-1.0	-0.46	-1.09	-0.57	-1.9	-1.36	-0.23	-0.21	0.89	-0.88	-0.11	0.8	-0.24	2.67
AGAP004420	-0.04	0.17	0.16	0.12	-0.09	-0.25	-0.26	-0.03	-0.12	0.06	0.23	0.02	0.17	0.1	0.26	-0.15	-0.14	0.01	0.2	0.2	0.34	-0.37	-0.18
AGAP001973	-0.04	0.05	0.09	0.04	-0.12	0.28	0.1	0.36	0.54	0.26	0.17	0.24	0.14	0.35	0.26	0.17	-0.02	0.1	0.22	-0.22	0.39	-0.04	-0.51
AGAP005685	0.03	-0.17	0.07	0.2	0.18	0.06	-0.4	0.16	0.08	0.07	-0.1	-0.01	-0.19	0.1	-0.07	0.33	0.06	0.32	-0.34	-0.23	-0.51	0.2	-0.24
AGAP003051	0.07	0.11	0.43	-0.15	0.09	-1.21	-1.67	-1.03	-1.41	0.5	0.38	-0.04	-0.17	0.33	0.21	-0.07	0.43	0.25	1.55	0.36	0.12	0.81	-0.3
AGAP007797	1.23	-1.7	-0.99	1.67	0.45	1.1	-0.02	2.34	1.98	-0.83	-1.3	1.03	0.58	0.84	0.4	-0.51	0.54	-1.86	-0.96	-0.51	-1.57	-1.48	1.87
AGAP012955	-0.05	-0.04	-0.06	0.0	0.18	0.28	-0.06	0.1	-0.25	0.32	0.03	0.47	0.17	0.28	-0.01	0.04	0.58	0.63	-0.13	0.54	0.21	-0.32	-0.01
AGAP011637	0.05	0.25	0.34	-0.54	-0.41	-0.22	-0.4	-0.53	-0.24	0.82	-0.36	0.81	-0.39	0.87	-0.31	-0.36	-0.54	-0.05	-0.41	-0.23	-0.27	-0.31	-0.43
AGAP005226	0.07	0.35	0.26	-0.13	-0.14	0.46	0.16	0.65	0.52	0.24	0.1	0.09	-0.07	0.25	0.11	0.35	0.06	0.01	-0.43	-0.25	-0.2	-0.55	-0.47
AGAP005392	-0.07	-0.24	-0.37	0.17	0.12	0.11	-0.02	0.22	0.06	0.1	0.04	0.01	-0.06	0.38	0.32	0.1	-0.03	0.69	-0.39	-0.35	-0.23	-0.32	0.62
AGAP006475	-0.04	-0.31	-0.3	0.1	-0.01	0.24	0.23	0.22	0.02	-0.46	-0.24	-0.36	-0.15	-0.66	-0.44	-0.05	-0.11	0.09	-0.51	-0.37	-0.4	-0.18	0.74
AGAP006704	-1.39	-2.73	-2.23	-2.51	-3.27	-1.67	-3.04	-2.16	-2.93	-0.57	0.03	-0.76	-0.18	-0.01	0.58	-0.68	-4.43	-2.78	-0.69	-0.68	-0.52	-0.39	
AGAP007757	-1.39	-1.89	-2.81	-0.47	-3.04	0.37	1.18	2.64	1.57	-2.47	-2.39	1.61	1.67	-0.92	-0.81	-0.54	0.6	7.0	-0.03	0.09	-0.09	0.1	-1.65
AGAP010482	-0.07	0.58	0.55	0.2	0.15	0.37	0.01	0.0	0.3	-0.13	-0.47	-0.01	-0.36	-0.02	-0.35	0.06	-0.47	0.23	0.27	0.3	0.15	-0.46	-0.58
AGAP010783	-1.39	-0.18	-1.12	-0.39	-0.55	0.97	0.06	0.94		0.33	0.93	-0.18		0.56	1.16	3.65	-2.2	0.07	2.93	-0.44	-0.23	-2.96	-2.94
AGAP028595	-1.39	-0.74	0.13	-1.73	-1.27	-0.46	-0.84	-1.3	-0.69		-0.29		-0.18		0.01	0.33	1.49	2.13	-1.92	-1.91	-1.76	-0.92	2.46
AGAP002372	0.45	1.34	2.08	-0.59	0.72	-1.01	-2.37	-2.45	-2.74	-0.8	1.57	0.61	3.0	-0.64	1.74	0.37	1.69	-0.58	-0.69	-0.68	-0.52	-2.25	1.77
AGAP007395	0.04	-0.04	0.26	0.1	0.19	-0.18	0.15	-0.1	0.01	-0.17	-0.35	-0.39	-0.59	-0.2	-0.38	-0.32	-0.02	0.63	0.83	0.37	0.31	0.2	0.14
AGAP012585	0.36	0.51	0.82	-2.88	-1.93		-0.42		0.66	-1.06	-1.38	-0.69	-1.01	-1.14	-1.44				-0.21	-0.49	-0.31	0.43	-0.05
AGAP028547	0.62	-0.77	-0.83	0.31	0.09	0.43	-0.41	0.47	-0.31	-1.1	0.03	-1.0	0.11	-0.26	0.87	0.62	1.55	0.96	-1.61	-1.12	-2.95	-2.69	-0.2
AGAP012591	0.21	-0.22	-1.35	0.64	-0.26	0.43	-0.16	0.12	0.73	0.29	0.78	0.56	1.05	0.75	1.25	-0.48	-0.02	-0.61	-0.4	-0.36	-0.54	-0.14	-0.68
AGAP001113	-0.05	0.04	-0.57	0.2	-0.36	0.27	0.04	0.24	0.15	-0.06	0.78	0.11	0.94	0.2	1.04	0.0	0.13	-1.15	-0.68	0.09	-0.11	0.07	0.59
AGAP003005	0.04	-0.52	-0.28	0.06	0.34	-0.04	-0.3	-0.17	-0.49	0.06	1.01	-0.24	0.71	0.04	1.0	-0.47	0.41	-0.26	0.38	0.31	-0.22	0.58	0.39
AGAP011921	0.5	0.8	-0.62	4.27	5.0	2.61	1.04	0.46	0.66	0.07	0.09	0.1	0.11	0.27	0.3	2.7	2.93	2.23	-1.31	-1.23	-1.63	-0.46	0.93
AGAP010685	-0.06	0.0	0.19	0.02	0.03	-0.25	-0.03	-0.14	0.16	0.22	-1.15	0.09	-1.29	0.26	-1.11	-0.1	-0.78	0.73	0.15	0.2	0.09	-0.42	-0.47
AGAP001733	0.05	-0.17	-0.4	0.11	-0.07	0.09	-0.07	0.11	0.04	-0.34	0.08	-0.18	0.23	-0.17	0.26	-0.11	0.09	0.09	-0.07	-0.27	-0.1	0.14	0.47
AGAP005280	0.32	-0.84	0.61	-0.6	-0.4	-1.31	-1.31	-1.44	-1.47	-1.0	0.71	-1.29	0.41	-0.86	0.87	0.0	1.76	-0.83	-1.49	-3.44	-1.28	0.05	0.25
AGAP007026	-0.04	-0.2	0.31	-0.26	0.08	0.03	0.4	0.32	0.49	0.08	-0.81	-0.31	-1.21	0.04	-0.85	0.01	-0.34	0.24	-0.09	0.03	-0.24	-0.84	-0.44
AGAP007740	-0.03	0.06	0.15	-0.29	-0.1	0.02	-0.38	-0.09	0.0	0.37	0.13	0.27	0.02	0.08	-0.16	0.27	0.15	-0.1	-0.68	-0.29	-0.75	0.12	-0.55
AGAP002722	-0.4	-1.45	-1.09	-0.5	-1.04	-0.24	0.21	1.08	1.36	1.68	0.42	3.22	1.94	2.42	1.16	0.96	0.09	-2.08	-2.29	-1.69	-2.31	-0.7	-2.52
AGAP006540	0.23	-0.11	-1.13	0.53	0.39	-0.05	-1.9	-2.89	-1.89	0.38	0.35	1.03	1.0	0.62	0.6	0.93	0.93	-1.12	-1.36	-1.22	-1.18	-1.32	-0.28
AGAP011631	0.27	-1.08	-0.98	1.93	1.01	-1.49	-1.48	-1.09	-1.29	-0.59	-0.4	0.45	0.61	0.73	0.92	1.0	0.23	-0.53	0.28	0.91	0.36	-0.39	1.18
AGAP012641	-0.14	0.21	0.51	-1.2	-1.84	2.32	2.5	2.28	2.64	-1.0	-1.06	-0.79	-0.85	-0.02	-0.07	-1.63	-1.23	-1.27	0.52	0.47	0.47	-0.98	-0.5
AGAP002597	-0.03	-0.03	0.0	0.22	0.14	0.08	0.37	0.18	0.2	-0.46	0.4	-0.3	0.55	-0.29	0.57	0.11	0.34	0.1	0.08	0.25	0.01	0.1	0.48
AGAP007201	0.04	-0.42	0.26	0.02	0.12	-0.49	-0.45	0.01	0.02	0.25	0.57	0.3	0.6	0.26	0.57	0.0	0.02	0.33	-0.6	-0.53	-0.64	0.83	-0.05
AGAP002269	-0.06	0.3	-0.18	0.13	0.45	-0.02	-0.28	-0.06	-0.02	0.04	0.5	0.27	0.72	0.35	0.82	0.08	0.16	-0.13	-0.27	-0.23	-0.01	0.28	-0.06
AGAP000375	-0.03	-0.02	0.18	-0.1	-0.21	-0.46	-0.21	0.25	0.16	0.36	0.63	0.66	0.91	0.52	0.79	-0.04	0.2	-0.08	0.16	-0.08	0.34	0.95	0.08
AGAP002627	-0.05	0.11	0.02	0.06	-0.22	0.11	0.08	0.28	0.47	-0.51	-0.42	-0.45	-0.37	-0.17	-0.07	0.1	0.07	0.4	-0.27	-0.63	-0.27	-0.37	-0.14
AGAP011605	0.1	-0.12	-0.38	-0.83	-0.29	0.51	0.27	0.44	0.69	-0.55	-0.45	-0.59	-0.51	-0.87	-0.78	-0.48	0.83	-0.5	0.31	-0.77	0.13	-0.29	-0.28
AGAP028108	-0.05	0.65	-0.74	7.0	7.12	-0.72	-1.61	-1.86	-1.72	0.27	1.77	0.23	1.72	0.96	2.47	9.82	1.25	0.36	0.81	0.49	0.76	1.21	-0.22
AGAP028197	-0.05	-0.27	0.11	-0.46	0.0	0.09	-0.22	-0.32	0.0	0.04	-0.68	0.09	-0.64	0.17	-0.55	-0.22	-0.09	0.11	-0.21	-0.44	-0.09	0.01	-0.26
AGAP003254	1.23	-1.94	-2.17	1.94	-0.31	-0.58	-0.9	-0.01	-1.26	0.65	0.67	0.98	0.99	2.19	2.22	1.15	0.24	-1.45	-0.69	-0.68	-0.52	1.36	1.98
AGAP000626	0.03	-0.17	-0.09	-0.01	0.06	0.16	0.29	0.23	0.17	-0.1	-0.27	-0.17	-0.36	-0.25	-0.42	-0.5	0.01	0.52	0.51	0.39	0.29	0.45	0.62
AGAP003748	-0.4	0.66	-0.24	0.63	0.56	-0.96	-0.95	0.34	2.02	-1.64	1.01	-1.7	0.94	-0.48	2.16	-1.38	0.24	-1.11	0.5	-0.27	0.82	-0.15	1.62
AGAP000951	0.04	-0.1	0.05	0.07	0.11	-0.01	0.11	0.06	0.04	-0.06	0.11	-0.12	0.03	-0.05	0.12	0.03	0.23	-0.16	-0.04	0.13	-0.02	-0.01	0.39
AGAP003368	-0.03	-0.21	-0.32	0.29	0.15	0.05	0.28	0.08	-0.02	-0.17	-0.16	-0.02	-0.03	-0.02	-0.01	-0.08	-0.26	0.54	-0.15	0.09	-0.07	-0.41	0.08
AGAP012377	0.05	0.19	0.04	0.02	0.23	0.25	0.03	0.28	0.18	0.07	-0.33	0.31	-0.1	0.2	-0.19	0.15	-0.28	-0.16	-0.36	0.01	-0.23	-0.06	-0.25
AGAP004685	0.03	0.23	0.52	0.1	0.08	0.38	0.45	0.22	0.44	0.46	0.59	0.01	0.12	-0.22	-0.09	0.35	0.03	0.67	0.33	0.35	0.53	-0.55	-0.09
AGAP002720	-0.07	0.14	0.65	-0.26	-0.04	1.14	2.24	2.58	2.66	0.33	0.0	0.29	-0.05	-0.03	-0.36	-1.24	0.34	0.61	-0.77	-0.6	-0.54	0.65	0.5
AGAP005493	-0.59	-0.96	0.09	-0.59	-2.84											0.57	-1.31	-0.49	0.76				-1.1
AGAP001697	0.03	0.01	0.29	0.02	0.1	0.09	0.24	0.28	0.58	0.07	-0.43	0.08	-0.43	0.19	-0.31	0.1	-0.35	0.26	0.05	0.02	0.17	0.39	-0.27
AGAP008107	-0.04	-0.05	-0.11	0.0	-0.02	0.18	0.11	0.33	0.16	-0.16	0.08	-0.15	0.08	-0.02	0.22	0.14	0.2	0.03	0.0	0.25	0.07	-0.05	0.04
AGAP005062	-0.03	-0.13	0.08	-0.23	-0.15	-0.14	0.56	-0.1	-0.04	-0.43	-0.63	-0.33	-0.55	-0.52	-0.71	-0.29	-0.46	-0.04	0.23	0.15	0.19	-0.36	0.01
AGAP010607	0.04	-0.05	-0.25	0.37	0.04	0.44	0.55	0.89	0.57	-0.53	-0.17	-0.29	0.07	-0.54	-0.17	0.08	-0.26	0.23	-0.4	0.17	-0.49	0.17	0.03
AGAP010928	0.15	0.11	0.89	-1.05	-0.97	0.51	1.39	2.87	2.82	0.42	0.46	0.47	0.49	0.85	0.89	-0.22	-0.78	-1.29	0.12	0.27	-0.1	0.69	0.29
AGAP002016	0.04	-0.13	-0.21	0.03	0.09	-0.03	0.06	0.31	0.28	0.22	0.48	0.44	0.69	0.37	0.64	-0.15	0.11	0.2	0.07	0.07	0.4	0.47	0.17
AGAP004017	0.14	-0.53	0.13	-1.6	-2.61	0.83	1.12	2.83	3.35	-2.12	1.9	-2.04	1.96	-1.3	2.72	-0.28	1.15	1.52	-0.81	0.1	0.06	1.79	2.06
AGAP008832	-0.05	0.02	0.17	0.14	0.11	0.28	0.29	0.34	0.1	-0.5	-0.13	-0.48	-0.13	-0.29	0.07	-0.13	-0.09	0.17	0.66	0.78	0.56	-0.51	0.62
AGAP001309	0.19	0.14	-0.67	0.27	-0.32	-1.33	-1.42	-1.35	-2.1	2.16	0.81	2.08	0.72	2.2	0.86	-0.02	0.52	-1.53	-0.02	0.53	0.39	1.11	0.93
AGAP005850	-0.95	-3.05	-2.55	-0.84	-2.66	-5.55	-3.84	-1.42	-1.03	1.55	0.41	0.97	-0.18	1.72	0.58	0.93	0.68	-0.9	0.58	0.62	3.17	1.07	3.41
AGAP007833	-0.04	-0.2	-0.16	-0.16	-0.16	-0.02	0.11	0.3	0.49	-0.46	0.24	-0.42	0.27	-0.6	0.11	-0.03	0.1	0.23	0.05	0.17	0.26	0.1	0.63
AGAP001404	-0.05	-0.53	-0.14	-0.52	-0.26	0.02	0.11	-0.16	-0.04	-0.4	-1.01	-0.48	-1.1	-0.02	-0.63	-0.74	0.33	-0.44	-0.48	-0.34	-0.48	-1.2	-0.15
AGAP004413	0.19	-0.16	-0.13	0.6	0.04	0.42	1.06	2.05	2.05	-0.59	0.24	-0.1	0.72	0.06	0.89	0.96	-0.38	-0.22	0.68	0.3	0.72	0.72	0.6
AGAP013414	0.21	-1.5	-2.48	-0.25	-0.97	-5.63	-6.8	-1.77	-0.86	-0.68	0.35	-1.19	-0.18	-0.16	0.87	0.14	0.73	-0.85	0.76	1.38	21.18	0.57	0.27
AGAP001631	0.36	-0.09	-2.12	2.11	4.91	-0.39	-1.73	-0.29	-0.79	-3.78	-0.23	-1.04	2.47	-1.35	2.2	1.39	0.6	1.87	-1.7	-0.68	-1.55	-2.52	0.08
AGAP003410	-0.06	0.1	0.53	0.3	0.41	0.37	0.21	0.2	0.41	0.2	-0.57	0.16	-0.62	0.0	-0.77	-0.03	-0.22	0.77	-0.29	-0.34	-0.01	0.53	-0.48
AGAP010699	0.07	0.68	0.75	-0.36	0.29	-0.21	-0.24	-1.4	-0.89	-0.11	-1.26	-0.75	-1.92	-1.32	-2.47	0.23	0.2	-0.46	0.35	0.13	0.21	-1.39	0.01
AGAP012217	-0.05	-0.02	0.52	0.62	1.02	-0.4	0.18	-0.53	-0.53	0.53	-1.05	0.27	-1.32	0.17	-1.42	0.76	-0.89	-0.03	0.62	0.24	0.03	-0.92	-1.03
AGAP010587	-0.03	-0.15	0.09	0.11	0.02	-0.09	-0.09	-0.06	-0.27	-0.38	-0.29	-0.25	-0.18	-0.12	-0.03	-0.07	-0.08	-0.22	0.53	0.15	0.03	-0.05	-0.2
AGAP005787	-0.21	-0.42	-0.06	-1.03	-0.22	0.77	0.75	0.94	1.42	-1.19	-0.02	0.03	1.18	-0.65	0.51	0.6	2.63	0.42	-0.08	-1.16	0.06	1.04	-0.4
AGAP008313	-0.1	-1.46	0.43	0.3	0.2	0.0	0.19	-0.21	0.05	1.0	-0.88	0.68	-1.21	0.82	-1.05	0.05	-0.38	-0.25	-0.12	0.34	0.08	-0.81	-0.77
AGAP003366	0.03	-0.01	0.07	-0.33	-0.48	0.01	0.34	-0.35	-0.4	-0.7	-0.82	-0.75	-0.89	-0.99	-1.12	-0.1	-0.28	0.09	-0.23	-0.43	-0.42	-0.41	0.12
AGAP010736	-0.12	0.02	-0.01	-0.47	-0.7	0.07	-0.45	-0.81	-0.65	-0.26	-0.01	0.0	0.22	-0.94	-0.69	-0.33	0.58	0.06	0.04	-0.43	0.32	-0.37	0.6
AGAP001203	0.19	1.48	-0.11	-0.41	-1.67	-2.28	-0.6	-1.25	-0.67	-0.22	-1.32	0.77	-0.35	0.36	-0.74	-0.32	-0.07	-0.42	0.79	0.37	1.37	0.77	0.61
AGAP002534	0.04	0.18	0.45	-0.34	-0.25	-0.23	0.4	0.75	0.83	0.2	-0.88	0.25	-0.84	0.43	-0.65	-0.73	-0.61	0.1	0.09	-0.17	-0.11	0.47	-0.06
AGAP007671	0.05	-0.21	-0.16	-0.09	0.05	0.34	0.2	0.41	0.5	0.11	-0.15	0.27	0.0	0.12	-0.14	-0.19	-0.21	-0.09	-0.49	-0.41	-0.55	0.24	0.07
AGAP009487	0.03	0.11	0.06	-0.03	-0.06	0.17	0.34	0.14	0.1	-0.41	-0.25	-0.29	-0.13	-0.55	-0.38	-0.03	-0.06	0.18	-0.28	-0.26	-0.36	-0.15	0.13
AGAP011398	-0.26	-0.7	-0.6	-0.62	-1.13	-0.64	-0.79	-1.27	-1.66	-0.88	-1.24	-0.26	-0.65	0.54	0.18	0.16	0.32	-0.5	-0.97	-1.04	-0.16	-0.78	-0.49
AGAP011847	0.04	-0.14	0.0	0.01	-0.11	0.33	0.15	0.52	0.36	0.6	0.52	0.43	0.34	0.44	0.35	0.22	0.22	0.35	-0.12	0.19	-0.16	0.43	0.3
AGAP011170	-0.05	0.08	-0.19	-0.32	-0.22	-0.08	-0.21	-0.54	-0.34	-0.23	0.48	-0.39	0.3	-0.41	0.3	0.09	0.5	-0.19	-0.18	-0.34	-0.03	0.4	0.31
AGAP005461	0.09	0.54	0.52	0.4	-0.14	-0.77	-0.09	0.04	-0.17	0.37	-0.83	0.28	-0.94	0.31	-0.9	0.17	-0.38	0.72	0.06	0.36	-0.09	-1.33	-0.21
AGAP001379	-0.13	-0.09	0.09	0.24	-0.02	-0.36	-0.63	-1.25	-0.53	-0.14	-1.96	0.4	-1.44	-0.03	-1.85	-0.26	-0.58	0.11	-0.76	0.1	-0.29	-1.4	-0.52
AGAP005169	-0.06	0.66	0.08	0.12	0.6	0.67	-0.3	0.07	0.01	-0.56	0.37	-0.77	0.15	0.0	0.92	0.28	0.78	0.59	0.82	0.43	0.44	-0.53	-0.25
AGAP003274	0.04	-0.17	-0.88	0.29	-0.43	0.3	-0.13	-0.98	-0.79	0.69	0.79	0.64	0.72	1.0	1.1	-0.87	0.14	-0.29	1.5	1.12	1.44	-0.01	1.43
AGAP003884	0.03	-0.09	-0.05	0.35	0.32	-0.13	-0.26	-0.06	-0.18	-0.32	-0.38	-0.35	-0.43	-0.23	-0.29	0.19	-0.34	0.5	0.28	0.38	0.09	-0.36	-0.06
AGAP002532	-0.06	0.23	0.51	-0.05	-0.03	0.89	0.68	0.04	0.03	-0.09	-0.76	-1.17	-1.86	-0.92	-1.59	0.38	-0.32	0.34	0.41	0.55	0.17	-0.74	-0.38
AGAP005893	-0.05	-0.08	0.1	0.09	-0.01	0.14	0.18	-0.09	0.31	-0.03	-0.65	0.01	-0.63	0.07	-0.55	0.14	-0.58	-0.27	-0.28	-0.13	-0.31	-0.7	-0.29
