GeneID	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP001244	0.7	2.93	0.88	0.04	1.05	1.44	-0.42	1.84	1.89	2.63	2.64	2.49	2.51	3.12	3.14	1.33	3.71	-2.71	2.21	1.42	1.92		
AGAP006789	0.05	-0.18	0.37	-0.16	0.0	-0.07	-0.28	-0.08	-0.05	0.45	-0.21	0.37	-0.3	0.41	-0.25	0.03	-0.01	0.9	0.22	-0.01	-0.21	0.95	-0.59
AGAP007376	0.06	0.29	-0.04	0.09	-0.16	-0.04	-0.35	-0.03	-0.03	0.59	-0.07	0.71	0.05	0.88	0.23	-0.15	0.11	-0.22	0.09	0.34	0.21	-0.14	0.07
AGAP013090	-0.24	0.78	0.03	-1.95	-2.18	4.22	4.12	4.5	4.2	0.27	2.5	0.93	3.12	1.25	3.47	-0.96	-1.11	-0.95	-1.89	-1.68	-0.92	-2.02	-2.48
AGAP001791	-0.04	0.58	-0.06	0.99	0.75	-0.53	-0.64	-0.98	-0.97	0.75	1.0	0.99	1.22	0.84	1.09	1.09	0.65	-1.08	0.37	0.49	0.1	0.72	0.95
AGAP006095	-1.28	-1.65	-0.27	0.87	0.9	2.06	3.82	2.95	3.01	3.32	-0.34	4.19	0.51	4.28	0.64	-0.73	-1.1	-1.49	2.05	1.11	3.37	2.31	1.44
AGAP006917	-0.15	0.72	0.24	-0.45	-0.41	-0.14	-0.66	-0.19	-0.53	1.02	0.02	-0.01	-1.03	1.03	0.03	0.36	-0.63	-1.07	-0.26	0.07	-0.49	-0.01	-0.72
AGAP009878	0.26	1.26	0.13	1.39	-0.66	1.9	1.81	2.05	2.29	0.99	0.04	0.68	-0.27	1.28	0.35	-0.66	-0.76	0.42	0.08	0.04	0.56	-0.39	0.33
AGAP010124	-1.28	1.66	2.61	-2.98	-0.09	0.37	-0.42	3.63	1.87							-1.8	1.51	0.95	0.76	0.77	0.92	1.5	
AGAP013269	-1.28	-1.14	-0.65	-0.98	-0.3	-2.96	-2.71	-2.29	-2.58	-0.25	0.93	-0.18	0.98	0.56	1.74	1.76	-1.3	2.29	-2.12	-1.65	-3.97	-0.83	-2.25
AGAP028515	-1.28	-0.15	-1.1	1.16	2.93	0.37	-0.42		0.18			0.97	0.98	1.43	1.45	-1.06	1.87	2.32	-0.81	-1.56	-0.67		
AGAP028543	0.1	0.13	-0.1	-0.7	-0.93	-5.17	-3.46	-1.09	-0.51	-1.29		-0.89	0.69	-0.72	0.87	0.08	-1.0	0.74	-1.49	-1.48	4.05	0.01	1.26
AGAP004840	0.06	-0.01	0.31	0.07	-0.07	0.28	-0.14	0.39	0.5	-0.07	-0.74	0.06	-0.63	0.1	-0.57	0.01	-0.32	0.68	-0.44	-0.38	-0.18	-0.65	-0.51
AGAP011931	-0.04	-0.17	-0.06	-0.26	0.2	0.27	0.35	0.2	0.38	0.55	0.36	0.34	0.13	0.45	0.26	-0.11	0.26	0.57	0.17	-0.13	0.36	0.35	0.19
AGAP006629	-0.04	0.03	-0.01	-0.23	-0.27	0.11	0.0	-0.21	-0.25	0.1	0.12	0.18	0.19	0.32	0.34	-0.13	-0.32	-0.63	-0.56	-0.38	-0.37	0.44	-0.23
AGAP004435	-0.04	0.19	0.29	0.14	-0.14	-0.02	0.45	1.18	0.8	-0.17	-0.56	0.01	-0.39	0.61	0.23	-0.34	-0.87	0.36	0.37	0.21	0.39	0.47	-0.2
AGAP013399	-0.11	1.76	1.02	-0.17	-0.7	-1.27	-1.23	-1.87	-2.09	-0.61	-1.77	-0.81	-1.98	-1.46	-2.62	0.84	-0.56	-1.2	0.49	-0.65	0.99	-1.7	1.47
AGAP000076	0.03	-0.15	-0.15	0.06	-0.27	0.13	0.37	0.36	0.17	-0.06	0.8	-0.16	0.7	0.14	1.01	0.07	0.19	-0.3	0.37	0.24	0.44	0.03	0.61
AGAP001112	-0.1	-0.21	-0.92	-0.14	-0.02	-2.0	-2.91	-1.25	-0.32	1.08	3.56	0.5	2.98	1.01	3.5	-0.66	-0.39	-0.11	-1.0	-0.36	3.7	-0.02	1.07
AGAP003585	-0.05	-0.18	0.06	0.11	-0.1	-0.41	-0.14	0.03	0.02	0.4	0.06	0.48	0.13	0.4	0.07	-0.06	-0.34	0.35	-0.27	0.09	-0.06	-0.36	-0.41
AGAP005192	-0.05	-0.12	-0.26	-0.01	0.74	0.81	0.46	0.35	0.39	-0.92	-0.68	-0.82	-0.6	-1.04	-0.79	-0.1	0.98	0.97	-0.6	-0.62	-0.33	0.76	0.91
AGAP007144	-0.38	-1.03	0.21	-0.61	-0.44	-4.09	-4.41	-0.84	0.29	0.59	0.03		-0.18		0.01	-0.26	0.23	-0.04		4.01	5.88	1.36	0.31
AGAP009162	0.57	-1.03	-0.85	-0.14	-1.22	-1.16	-0.9	-0.97	-1.26	0.33	-1.15	0.1	-1.38	0.56	-0.92	-0.68	1.17	-1.17	-0.75	-0.75	-1.33	3.14	-0.42
AGAP012616	-0.13	-0.91	-0.02	-0.77	-1.03	0.15	0.36	1.09	1.72	0.14	1.79	0.44	2.07	0.61	2.27	-0.51	0.89	-0.76	0.88	1.14	1.25	-0.11	0.46
AGAP001705	0.18	-1.09	-1.55	0.86	0.12	0.64	0.07	0.63	-0.12	-1.53	0.55	-0.37	1.7	-0.55	1.54	1.24	0.44	-1.85	0.54	0.04	0.79	1.02	0.53
AGAP006420	-0.15	-0.46	-0.71	0.75	0.65	-0.56	-0.63	-0.7	-0.51	0.69	2.63	0.75	2.67	0.88	2.82	1.53	0.68	-0.95	0.0	-0.06	-0.64	-0.02	1.19
AGAP004015	0.56	-0.38	0.69	-2.22	-0.07	1.55	0.98	0.48	-0.3	0.07	0.09	-0.76	-0.76	0.27	0.3	3.52	0.07	0.24	0.7	2.91	1.91	-1.84	-0.35
AGAP003614	-0.04	0.28	-0.02	-0.41	0.37	0.13	-0.04	0.1	0.28	0.19	-0.25	0.15	-0.3	0.14	-0.29	0.05	0.0	-0.26	-0.17	-0.22	-0.19	-0.22	-0.12
AGAP028147	-0.49	0.97	-0.82	-1.16	-1.81	-1.16	-1.3	-0.42	-0.03	1.36	1.72	1.2	1.53	4.39	4.77	0.46	-1.15	-2.86	-1.32	-2.04	-0.41		2.03
AGAP002092	0.04	-0.01	-0.14	-0.25	-0.07	-0.38	-0.49	-0.34	-0.69	-0.06	-0.22	0.05	-0.12	0.13	-0.02	0.08	0.02	0.23	0.17	0.08	0.3	0.74	0.09
AGAP009802	-0.5	-1.21	-0.16	0.95	0.06	-1.18	-0.91	-0.51	-1.28		-0.29		-0.18		0.01	2.23	2.63	-0.11	0.7	-0.68	0.2	-2.34	1.42
AGAP005990	0.03	-0.13	0.1	-0.3	-0.33	0.05	-0.28	-0.4	-0.36	0.31	-0.48	0.19	-0.62	0.11	-0.68	0.15	-0.02	-0.23	-0.09	-0.16	0.01	-0.53	0.2
AGAP002070	0.21	0.02	-0.99	-0.64	-0.34	-1.43	-1.03	-0.12	-0.23	0.29	1.81	0.4	1.9	0.63	2.15	-0.69	-1.34	-1.95	0.34	-1.69	0.79	0.09	0.63
AGAP012155	-0.18	-0.28	-1.07	-1.6	-1.89	-1.52	-1.77	-2.34	-1.85	-0.2	-1.13	0.19	-0.74	-1.06	-1.95	-2.29	-0.5	0.46	1.07	1.83	0.62	1.22	0.26
AGAP005561	0.04	0.2	-0.19	0.39	0.22	0.06	-0.18	0.07	0.05	0.31	0.28	0.3	0.25	0.32	0.29	0.12	0.14	0.36	-0.33	-0.31	-0.59	-0.38	-0.09
AGAP009089	0.29	1.11	0.02	-0.83	0.24	0.48	-0.79	0.54	0.55	-0.59	1.32	-0.79	1.09	-1.07	0.87	0.08	1.64	0.3	0.26	-1.59	0.72	-0.03	3.45
AGAP013425	-0.18	-1.17	-1.26	4.58	-1.87	0.96	-0.58	-1.2	-1.83	-0.94	0.61	0.22	1.76	-0.69	0.87	-2.16	-0.7	-0.93	-3.32	-2.71	-2.58	-0.04	0.47
AGAP010466	-0.36	-1.26	-0.92	-0.46	-0.2	-2.88	-0.88	-0.92	-1.3	4.23	2.66	3.72	2.14	4.34	2.78	0.4	0.25	-1.8	-0.33	-0.15	-0.77	-0.05	-0.73
AGAP000088	-0.14	-2.09	-1.17	0.07	-0.55	1.26	-0.3	1.18	-0.15	3.12	2.27	2.52	1.66	2.27	1.42	-0.4	0.13	0.63	4.45	0.81	1.34	-0.77	-0.02
AGAP005805	-1.24	-0.8	-3.1	-0.53	-0.98	-3.56	-6.0	-2.2	-1.48	0.65	1.25	0.98	1.57	0.85	1.45	1.49	0.34	0.35	-2.33	-0.97	2.08		-0.53
AGAP010341	-1.24	0.39	0.16	0.07	-1.67	-5.31	-5.02	-2.55	-0.91	-1.1	-1.08	-0.72	-0.71	-1.13	-1.1	1.85	-1.55	-0.9			3.47		
AGAP013729	-0.3	-0.22	0.13	-1.41	-1.95	-0.01	-0.34	-1.14	-1.28	1.73	3.67	-1.28	0.69	0.62	2.59	-0.93	-1.43	-0.23	-0.09	-1.27	0.65	3.63	0.36
AGAP008230	-0.44	-0.63	0.76	0.6	-0.28	0.58	0.97	2.06	1.96	-0.14	0.74	0.01	0.86	-0.17	0.72	0.15	0.39	-2.34	0.42	-0.15	1.17	1.09	-1.38
AGAP008099	0.04	0.28	0.17	0.2	-0.03	0.05	-0.13	0.13	0.11	0.24	-0.21	0.22	-0.24	0.21	-0.24	0.08	-0.16	-0.08	0.02	-0.08	0.09	-0.06	-0.43
AGAP000090	0.03	-0.45	-0.33	-0.24	-0.01	0.33	0.86	0.22	-0.08	-0.39	0.15	-0.41	0.11	-0.78	-0.24	-0.18	0.85	-0.11	-0.05	0.14	-0.16	0.07	0.66
AGAP003489	0.04	-0.14	-0.28	-0.2	-0.01	-0.01	0.23	-0.02	0.15	-0.83	-0.84	-0.64	-0.67	-0.76	-0.77	0.11	0.21	0.11	-0.34	-0.56	-0.57	-0.44	0.46
AGAP003815	0.06	-0.25	-0.32	0.32	0.06	0.12	-0.15	0.14	0.39	0.32	-0.47	0.49	-0.32	0.43	-0.36	-0.12	-0.4	0.58	-0.09	-0.15	0.2	0.43	0.26
AGAP005371	0.06	-0.64	-0.01	-0.51	-0.32	0.41	0.71	0.51	0.52	-0.03	-1.22	0.65	-0.56	0.44	-0.75	-0.28	0.4	1.18	0.32	0.14	0.49	0.01	1.37
AGAP010115	-0.12	0.49	-0.67	0.27	0.25	-0.77	-1.23	-0.78	-1.4	-0.31	0.28	-0.09	0.49	0.2	0.79	1.12	0.09	-0.92	-0.17	0.24	-0.33	0.62	1.98
AGAP009905	-0.06	-0.1	0.31	-0.17	0.17	-0.68	-0.23	-0.21	-0.07	0.5	-0.08	0.46	-0.13	0.44	-0.14	-0.04	-0.72	0.04	-0.3	-0.31	-0.1	-0.53	-0.73
AGAP007617	-0.04	-0.23	0.18	-0.36	0.1	-0.22	-0.16	-0.51	-0.38	0.05	-0.12	-0.02	-0.2	-0.16	-0.32	-0.06	-0.21	-0.44	-0.08	-0.05	-0.22	-0.24	0.29
AGAP006802	-0.04	-0.19	0.19	-0.18	0.04	0.11	0.37	0.25	0.45	0.29	-0.53	0.18	-0.66	0.18	-0.65	0.04	-0.07	0.22	-0.19	-0.16	-0.09	-0.25	-0.67
AGAP002982	-0.03	-0.09	0.16	-0.22	-0.53	-0.21	0.11	0.08	-0.15	-0.5	-0.28	-0.6	-0.39	-0.62	-0.39	-0.48	-0.15	-0.09	-0.39	-0.31	-0.66	-0.53	0.21
AGAP006147	0.61	1.89	-0.56	0.58	1.49	0.09	2.46	0.49	1.31	3.82	3.41	4.78	4.33	3.99	3.58	0.72	-0.99	-4.89	7.4	4.56	7.93	0.81	2.72
AGAP007034	-0.57	0.35	-1.51	-4.52	-2.4	0.37	2.45	0.94	2.44	1.23	1.25	1.54	1.55	0.85	0.87	-1.62	0.95	3.51	0.07	-2.16	0.49	-2.1	3.74
AGAP004198	-0.19	-1.36	-0.49	1.52	-0.06	0.48	-0.49	0.27	-1.6	1.23	-0.35	2.3	0.69		-0.99	1.6	1.44	0.22	-1.09	-2.4	-1.56	-1.53	-1.26
AGAP008106	-0.04	0.33	-0.09	-0.29	-0.42	-0.12	-0.3	0.0	0.13	0.14	-0.2	0.35	0.0	0.41	0.08	-0.02	-0.13	0.14	-0.46	-0.26	-0.29	0.19	-0.41
AGAP011166	-0.02	0.02	-0.06	-0.1	0.03	-0.35	-0.24	-0.08	-0.16	-0.13	0.02	-0.23	-0.09	-0.29	-0.13	-0.03	0.11	-0.28	0.37	0.32	0.33	0.33	-0.02
AGAP011750	-0.06	0.47	-0.64	0.12	0.13	-0.76	-1.25	-0.11	-0.73	0.28	-1.58	0.09	-1.8	0.5	-1.36	-1.65	-0.21	0.73	1.37	0.76	0.67	-2.16	0.43
AGAP002923	-0.03	0.06	0.29	0.41	0.12	-0.07	-0.25	-0.17	-0.12	0.78	0.1	0.59	-0.1	0.42	-0.25	-0.01	-0.04	0.21	0.29	0.41	0.09	-0.02	-0.45
AGAP005728	-0.03	0.12	0.31	-0.5	-0.37	-0.31	-0.14	-0.71	-0.64	-0.27	-0.99	-0.36	-1.09	-0.56	-1.27	-0.21	-0.23	-0.53	0.72	0.71	0.7	-0.63	0.2
AGAP007765	-0.03	-0.02	-0.07	0.07	0.1	-0.2	-0.29	-0.66	-0.69	-0.06	-0.03	0.2	0.21	-0.17	-0.15	0.17	0.25	-0.37	0.12	0.11	0.04	-0.18	-0.42
AGAP008204	-0.05	0.08	0.04	-0.15	0.56	0.18	-0.1	-0.13	0.22	-0.49	-0.5	-0.36	-0.39	-0.23	-0.24	0.33	-0.17	0.21	0.15	-0.02	-0.02	-1.04	0.55
AGAP009891	0.04	0.6	0.58	-0.27	-0.48	-0.55	0.08	-0.16	-0.03	0.12	0.06	0.06	-0.01	0.13	0.08	-0.21	0.23	-0.08	0.89	1.01	1.31	0.4	0.22
AGAP003573	0.25	0.41	0.02	0.75	1.63	1.3	0.68	-1.1	-0.15	-0.58	-0.97	0.14	-0.25	0.42	0.04	1.89	0.73	-0.47	0.21	0.39	-0.23	0.62	0.61
AGAP006354	0.04	0.24	0.3	-0.44	-0.45	-0.27	-0.23	-0.1	-0.15	0.51	-0.67	0.73	-0.46	0.81	-0.36	-0.22	-0.42	-0.21	-0.61	-0.38	-0.54	-0.21	-0.33
AGAP005263	0.02	0.08	0.17	0.11	0.09	-0.24	-0.05	-0.11	-0.3	-0.06	0.29	-0.24	0.1	-0.21	0.15	-0.08	-0.08	-0.08	0.23	0.41	0.25	0.07	-0.01
AGAP006057	0.11	0.08	-1.5	-0.1	-0.57	-0.56	-1.67	-1.21	-0.71	0.74	0.55	1.04	0.84	1.34	1.16	0.42	-0.31	-1.26	-1.25	-1.21	-1.08	0.3	-0.08
AGAP004722	0.05	0.27	0.3	0.48	0.15	-0.23	-0.06	0.33	0.58	0.5	1.72	-0.14	1.07	-0.2	1.03	0.25	-0.08	0.54	0.73	0.75	1.17	0.52	0.13
AGAP010490	0.02	0.02	-0.2	0.04	0.14	-0.11	0.08	-0.22	-0.28	-0.7	-0.44	-0.64	-0.39	-0.73	-0.46	-0.05	0.16	-0.11	0.15	0.07	0.11	-0.31	0.2
AGAP005668	-1.2	0.39	-0.56		0.43					0.91	-0.23	0.68	-0.47	0.85	-0.28	1.82	0.81	2.87	-0.69	-0.68	-0.52	-0.39	-1.41
AGAP010254	-1.2	-0.33	-0.56	-0.97	1.1	0.37	-0.42		0.18		-0.29	0.68	0.11	1.43	0.87	-1.23	-0.65	-2.14	0.88	0.05	1.48	0.76	-0.82
AGAP013715	-1.2	1.11	1.56	0.08	-0.01	-4.27	-5.06	-2.11	-1.53							0.3	0.57				2.67		0.52
AGAP007123	-0.11	-0.44	0.18	-0.34	0.38	0.45	1.75	2.27	1.74	-0.14	-1.27	0.25	-0.9	-0.63	-1.76	-0.96	-0.36	1.56	-0.24	-0.16	0.25	1.24	-0.06
AGAP003610	0.17	0.49	2.3	-1.2	-1.13	-0.8	0.04	0.81	0.98	0.42	1.01	0.22	0.81	-0.05	0.55	-1.51	-0.43	-0.26	1.51	0.25	2.63	2.51	-0.95
AGAP002568	0.03	0.18	0.34	-0.02	-0.29	-0.43	0.56	0.26	0.42	0.07	0.18	-0.16	-0.06	-0.15	-0.03	-0.2	-0.43	-0.06	0.3	0.14	0.49	-0.08	-0.38
AGAP007037	-0.06	-0.31	0.43	0.88	0.63	0.59	1.3	1.54	1.36	0.0	-0.05	-0.22	-0.28	0.07	0.03	-0.59	0.21	0.77	-0.73	-0.55	-0.62	0.25	0.25
AGAP004088	0.06	0.37	0.51	0.28	0.97	-0.16	-0.56	-0.68	-0.39	-0.43	0.32	-0.15	0.59	-0.34	0.41	0.1	0.66	0.28	1.21	0.8	0.48	-1.11	2.18
AGAP001199	-0.11	-0.02	-0.03	-0.65	-1.46	-1.92	-1.24	-3.18	-4.91	4.99	1.96	4.47	1.42	4.95	1.92	-1.97	-0.99	-1.1	0.07	2.26	-0.31	-0.25	-0.75
AGAP012964	-0.03	0.11	0.42	-0.4	-0.25	-0.38	-0.13	-0.76	-0.42	0.22	-2.02	0.15	-2.11	-0.04	-2.28	-0.14	-0.67	0.06	0.27	0.42	-0.1	-1.27	0.33
AGAP013182	-0.66	-2.75	-1.57	-3.37	-1.36	-0.02	-0.43	-0.49	-1.26		-0.87		-0.76	0.85	-0.28	-0.19	-0.28	0.4	-0.69	-0.68	-0.52	-0.94	
AGAP004161	0.04	1.32	2.22	0.02	0.06	-1.4	0.51	0.54	0.26	0.31	2.01	-0.16	1.53	-0.29	1.4	-0.33	-0.65	-0.83	1.31	1.4	1.63	3.38	1.11
AGAP011848	-0.85	0.45	-2.21	1.58	-0.47	0.37		0.94				0.68	0.69			-2.27	2.12	-0.71		0.77		-2.14	0.34
AGAP011455	0.06	-0.06	0.37	0.07	0.3	0.62	0.58	0.98	1.03	0.4	-1.17	-0.32	-1.91	-0.23	-1.8	-0.04	-0.2	1.0	-0.25	0.01	-0.03	-0.41	-0.59
AGAP004237	0.04	0.34	-0.68	0.47	0.11	0.14	0.39	0.45	0.06	0.35	0.59	0.53	0.77	0.24	0.49	0.7	0.13	-0.41	0.19	0.08	0.43	0.44	0.68
AGAP008719	0.03	0.23	-0.01	0.24	0.24	-0.05	-0.16	-0.15	-0.12	0.3	0.66	0.31	0.66	0.4	0.76	0.17	0.08	-0.11	0.36	0.06	0.57	0.24	-0.03
AGAP009923	-0.04	-0.1	-0.19	0.14	0.03	0.19	-0.49	-0.34	-0.24	-0.27	0.36	-0.23	0.39	-0.38	0.26	0.29	0.48	0.22	0.0	0.11	0.07	-0.11	-0.01
AGAP010314	-0.04	0.56	0.35	-0.58	-0.16	-0.27	0.07	0.11	0.3	0.5	0.43	0.03	-0.05	-0.22	-0.29	-0.38	-0.21	-0.1	0.44	0.16	0.77	-0.18	-0.52
AGAP011730	-0.03	0.16	0.09	-0.24	-0.13	-0.02	0.08	0.2	0.19	0.08	-0.2	0.14	-0.15	0.08	-0.19	0.04	0.12	0.1	0.03	-0.31	-0.06	-0.22	-0.39
AGAP013008	-0.05	0.3	0.15	0.05	0.12	-0.01	-0.25	0.05	0.26	-0.1	-0.19	-0.01	-0.11	-0.01	-0.09	-0.17	0.03	0.1	0.23	0.3	0.35	0.75	0.1
AGAP004635	0.04	0.17	0.26	-0.03	-0.03	0.26	-0.11	0.04	0.08	0.36	0.22	0.28	0.13	0.21	0.08	0.41	-0.17	0.26	-0.32	-0.35	-0.26	-0.11	-0.34
AGAP006380	-0.12	0.21	2.17	0.01	1.32	-0.54	-1.04	-1.37	-1.95	-0.09	1.14	-0.79	0.43	-0.41	0.82	0.19	2.42	-0.14	3.48	2.1	1.7	0.19	-0.98
AGAP005857	0.04	-0.14	0.05	-0.11	-0.24	0.06	0.03	0.22	-0.03	0.08	-0.78	-0.02	-0.89	-0.09	-0.95	0.06	-0.31	0.05	-0.28	0.03	-0.29	-0.38	-0.41
AGAP006705	-0.16	0.29	-0.45	1.46	-0.36	-0.4	-0.28	0.8	1.52	-0.25	-0.2	0.45	0.49	0.97	1.03	-0.19	-0.18	-0.54	0.01	0.15	-0.17	0.12	2.95
AGAP000859	0.11	-0.26	-1.18	0.22	-0.07	-0.16	-1.07	-0.53	-1.0	0.6	0.65	0.42	0.46	1.27	1.32	0.34	-0.53	-0.06	-0.72	-0.69	-0.73	-1.09	-0.03
AGAP006722	-0.85	0.39	0.16	2.18	1.65	-1.18	-1.39	-0.99	-1.28	1.23	1.25	5.23	5.24			1.97	3.91	-0.63	3.13		2.65	3.2	1.14
AGAP010649	-0.85	-0.76	0.94	-3.27	-2.02	0.37		0.46				0.97	0.98			-1.54	-0.45	1.41		2.42	0.92	-0.35	-2.18
AGAP012525	-0.85	-0.22	-1.14	7.94	1.05	-0.71	-1.48	-0.62	-1.18	0.7	0.96	0.48	0.73	0.66	0.93	0.61	0.37	-0.86	-0.04	0.09	0.12	-0.17	0.5
AGAP006424	-0.15	-0.67	0.98	-1.5	1.95	-1.26	0.87	0.55	0.7	-2.63	-5.77	-1.1	-4.23	-2.07	-5.2	-0.91	-2.4	2.05	-0.03	-2.11	-0.15	-1.62	0.71
AGAP008951	-0.04	0.27	0.37	0.07	0.27	-0.15	-0.51	-0.76	-0.4	0.41	-0.73	-0.04	-1.2	-0.03	-1.17	-0.14	-0.09	-0.12	0.07	0.04	-0.8	-0.55	-1.06
AGAP004647	-0.72	2.17	2.41	1.51	2.89	0.37	0.42	0.94	0.66	1.89	-0.91	0.68	-2.14	1.43	-1.36	2.52	-0.17	1.21	-1.56	-0.81	-2.71	-0.41	2.8
AGAP005205	0.04	-0.21	-0.36	-0.31	-0.2	-0.38	-0.56	-0.51	-0.42	0.41	0.7	0.44	0.71	0.57	0.85	-0.13	0.19	-0.39	-0.04	-0.05	-0.23	0.52	-0.55
AGAP009980	-0.04	0.34	0.6	-0.39	-0.24	-0.08	0.14	-0.13	-0.11	-0.27	-1.03	-0.45	-1.23	-0.38	-1.14	-0.28	-0.66	-0.58	0.01	0.1	-0.03	-0.79	-0.38
AGAP009660	-0.06	-0.11	0.89	0.24	-0.1	0.62	1.54	1.38	1.34	0.28	-1.28	0.01	-1.56	-0.3	-1.86	-0.13	0.17	1.02	-0.14	-0.11	0.24	0.57	-1.08
AGAP009506	0.04	-0.03	0.17	-0.11	0.0	0.03	-0.23	-0.1	0.11	-0.11	-0.63	-0.01	-0.55	0.11	-0.41	0.01	-0.31	0.34	-0.22	-0.26	-0.33	-0.57	-0.48
AGAP000507	0.05	0.6	-0.22	-0.32	-0.32	0.21	0.65	-0.52	-0.26	-0.73	0.21	-0.79	0.14	-0.67	0.27	0.05	-0.01	-0.87	0.51	0.43	0.48	-0.66	0.37
AGAP003374	0.03	-0.32	-0.84	-0.03	0.23	-0.35	-0.35	-0.62	-0.78	-0.8	0.42	-0.62	0.59	-0.86	0.37	0.52	-0.08	-0.42	0.1	0.06	0.35	-0.01	0.31
AGAP004881	-0.04	-0.06	-0.35	0.43	0.06	0.22	0.22	0.92	0.77	0.18	0.5	0.52	0.82	0.36	0.68	0.16	0.34	-0.97	0.36	0.56	0.46	0.06	0.19
AGAP013293	0.05	-0.13	0.09	0.31	0.69	0.24	-0.02	-0.37	0.1	0.05	-1.22	-0.02	-1.31	0.22	-1.05	0.59	-0.19	0.62	-0.33	-0.02	-0.29	-0.17	-0.44
AGAP010274	-0.03	0.15	0.13	0.17	0.05	0.05	0.1	0.02	0.13	-0.02	0.29	0.0	0.29	0.1	0.41	0.08	0.07	0.21	0.12	0.0	0.27	-0.27	-0.21
AGAP007849	0.04	0.23	-0.36	-0.67	-0.03	0.09	0.26	0.02	-0.11	-1.13	-0.58	-0.64	-0.1	-1.22	-0.67	-0.07	0.18	-0.17	-0.02	0.01	0.44	0.4	-0.03
AGAP003293	0.04	-0.24	-0.09	-0.13	0.11	-0.1	-0.12	-0.08	0.07	-0.16	2.93	-0.22	2.85	-0.37	2.73	0.18	-0.11	-0.11	-0.53	-0.22	-0.58	-0.24	-0.26
AGAP003214	0.04	-0.35	0.18	0.25	0.25	0.22	0.17	0.2	0.24	0.31	-0.68	-0.14	-1.15	0.12	-0.87	0.3	-0.2	0.85	-0.62	-0.2	-0.67	-0.44	-1.05
AGAP009215	0.33	0.11	-0.59	-0.55	3.39	1.24	2.72	4.51	2.65	-0.76	1.01	-0.16	1.6	-0.23	1.54	1.65	1.71	0.6	0.12	0.14	0.44	-1.12	2.45
AGAP005364	0.03	-0.22	-0.18	0.18	0.16	0.15	-0.12	0.14	0.16	0.74	0.7	0.73	0.67	0.75	0.71	0.12	-0.02	-0.11	0.3	0.32	0.31	0.22	0.25
AGAP007771	0.02	-0.1	0.2	-0.14	-0.1	0.19	0.73	0.14	0.18	-1.33	-1.39	-1.15	-1.22	-1.59	-1.64	-0.17	-0.29	0.23	-0.02	-0.04	-0.09	-0.29	-0.07
AGAP009780	0.03	-0.26	0.16	0.2	0.09	-0.27	0.39	0.24	0.18	-0.15	0.21	-0.21	0.14	-0.16	0.21	-0.32	-0.02	0.55	-0.09	-0.09	-0.55	0.03	0.49
AGAP028578	0.69	1.75	0.58	0.04	-0.3	-1.01	-0.45	0.2	2.46	5.51	4.06	2.97	1.49	4.32	2.87	0.98	6.05	-1.72	5.05	3.43	5.16	0.03	1.8
AGAP006177	0.08	1.38	0.98	0.48	1.6	3.5	3.34	4.2	4.02	2.19	-0.08	2.15	-0.14	2.2	-0.07	-0.53	1.11	1.6	-1.37	-1.4	-0.81	-1.15	-0.63
AGAP013197	0.25	-1.02	0.18	-0.16	0.05	0.29	0.26	1.56	2.06	-1.3	0.81	-0.67	1.43	-0.44	1.66	-0.09	0.54	0.8	0.9	0.44	1.87	-0.58	0.12
AGAP006435	-0.36	0.11	-0.06	-0.4	0.03	2.13	1.63	2.47	2.8	1.27	0.1	0.68	-0.51	1.14	-0.05	0.87	0.14	0.26	-0.82	-0.59	0.72	-0.27	0.72
AGAP013440	0.03	0.09	0.03	-0.58	-0.27	-0.71	-0.7	-0.77	-0.48	0.08	0.29	0.14	0.34	0.12	0.34	-0.55	0.16	-0.46	-0.35	-0.6	-0.34	0.26	0.07
AGAP006806	0.05	-0.04	0.08	-0.2	0.25	0.17	-0.51	0.14	0.33	0.26	1.02	0.37	1.13	-0.07	0.7	0.23	0.14	-0.53	-0.36	-0.64	-0.66	1.13	-0.19
AGAP010409	0.12	-0.92	-0.69	0.73	-1.15	-0.98	-2.3	-0.63	-0.91	0.21	-0.35	0.94	0.36	1.27	0.72	-0.82	-1.06	-1.39	-1.32	-0.11	-0.29	0.13	1.08
AGAP005047	0.26	1.24	0.03	-0.78	0.69	-0.36	-1.06	2.22	-0.54	-1.17	1.01	-0.39	1.77	-1.6	0.56	0.38	1.14	-1.3	0.91	-0.51	1.64	-1.74	0.0
AGAP003171	0.03	0.13	0.64	0.01	-0.84	0.11	0.03	-0.55	-0.26	0.01	-0.85	-0.38	-1.25	-0.57	-1.43	-0.64	1.12	0.18	-0.08	0.24	-0.39	-0.32	-0.71
